Column1,Column2
0,"completely awful iranian drama . . . as much fun as a grouchy ayatollah in a cold mosque . "
0,"the film's hackneyed message is not helped by the thin characterizations  nonexistent plot and pretentious visual style . "
0," . . . comes alive only when it switches gears to the sentimental . "
1,"a knowing look at female friendship  spiked with raw urban humor . "
1,"here's a british flick gleefully unconcerned with plausibility  yet just as determined to entertain you . "
0,"new best friend shouldn't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video . "
1,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format  before swooping down on a string of exotic locales  scooping the whole world up in a joyous communal festival of rhythm . "
1,"the 3d images only enhance the film's otherworldly quality  giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen . "
1,"dark and disturbing  but also surprisingly funny . "
0,"[a] shapeless blob of desperate entertainment . "
1,"ambitious  unsettling psychodrama that takes full  chilling advantage of its rough-around-the-edges  low-budget constraints . "
0,"an uneven mix of dark satire and childhood awakening . "
0,"epps has neither the charisma nor the natural affability that has made tucker a star . "
1,"at 78 minutes it just zings along with vibrance and warmth . "
0,"this tale has been told and retold ; the races and rackets change  but the song remains the same . "
1,"director peter kosminsky gives these women a forum to demonstrate their acting 'chops' and they take full advantage . "
0,"if you think it's a riot to see rob schneider in a young woman's clothes  then you'll enjoy the hot chick . "
0,"dong never pushes for insights beyond the superficial tensions of the dynamic he's dissecting  and the film settles too easily along the contours of expectation . "
0,"mocking kung fu pictures when they were a staple of exploitation theater programming was witty . mocking them now is an exercise in pointlessness . "
1,"generates an enormous feeling of empathy for its characters . "
0,"holden caulfield did it better . "
1,"it uses an old-time formula  it's not terribly original and it's rather messy -- but you just have to love the big  dumb  happy movie my big fat greek wedding . "
0,"despite the authenticity of the trappings  the film is overblown in its plotting  hackneyed in its dialogue and anachronistic in its style . "
0,"puportedly  based on true events   a convolution of language that suggests it's impossible to claim that it is  based on a true story  with a straight face . "
1,"a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime . "
1,"if i have to choose between gorgeous animation and a lame story ( like  say  treasure planet ) or so-so animation and an exciting  clever story with a batch of appealing characters  i'll take the latter every time . "
0,"what happened with pluto nash ? how did it ever get made ? "
0,"has the disjointed feel of a bunch of strung-together tv episodes . "
0,"they presume their audience won't sit still for a sociology lesson  however entertainingly presented  so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . "
1,"hard  endearing  caring  warm . bring tissues . "
0,"goldbacher draws on an elegant visual sense and a talent for easy  seductive pacing . . . but she and writing partner laurence coriat don't manage an equally assured narrative coinage . "
0,"a few hours after you've seen it  you forget you've been to the movies . "
1,"[lawrence bounces] all over the stage  dancing  running  sweating  mopping his face and generally displaying the wacky talent that brought him fame in the first place . "
1,"a film in a class with spike lee's masterful do the right thing . "
0,"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible  plot mechanics be damned . "
0,"every note rings false . "
1,"on its own staggeringly unoriginal terms  this gender-bending comedy is generally quite funny . "
1,"meyjes . . . has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics . "
1,"scherfig's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky . "
1,"a confident  richly acted  emotionally devastating piece of work and 2002's first great film"
1,"it never fails to engage us . "
1,"surprisingly insightful"
0,"on top of a foundering performance  [madonna's] denied her own athleticism by lighting that emphasizes every line and sag . "
0,"mendes still doesn't quite know how to fill a frame . like the hanks character  he's a slow study : the action is stilted and the tabloid energy embalmed . "
